iter	Logloss
206	0.4657555517
207	0.4656872587
208	0.4653732778
209	0.4651902945
210	0.4649426726
211	0.4644499633
212	0.4641599751
213	0.4640473715
214	0.4637737516
215	0.4630868414
216	0.4629881632
217	0.4627881906
218	0.4624999634
219	0.4622245213
220	0.4618680215
221	0.4617395993
222	0.4613923626
223	0.4609517714
224	0.4604186096
225	0.4602763231
226	0.460010867
227	0.4598362918
228	0.4593665776
229	0.45898125
230	0.4589025842
231	0.458678731
232	0.4586049819
233	0.4582762715
234	0.4581747125
235	0.4580397145
236	0.4578398233
237	0.4577321465
238	0.4575784288
239	0.4573550234
240	0.4571345395
241	0.4568896965
242	0.4566695281
243	0.4565439052
244	0.4563970178
245	0.4562782863
246	0.4559020385
247	0.4555448668
248	0.4554247815
249	0.4552677147
250	0.4550688109
251	0.4549804952
252	0.4548387788
253	0.4547525499
254	0.4544902799
255	0.4544024833
256	0.4542567359
257	0.4539166248
258	0.4536044151
259	0.4534622203
260	0.4532654033
261	0.4531720284
262	0.4528296676
263	0.4525864533
264	0.4522780812
265	0.4521077406
266	0.4517062584
267	0.4512093552
268	0.4509357353
269	0.4507698227
270	0.4503925876
271	0.4501519995
272	0.4498838663
273	0.4497963038
274	0.4494828828
275	0.4494009699
276	0.4493043071
277	0.4492080719
278	0.44890425
279	0.4486952382
280	0.4485978221
281	0.4484169052
282	0.4478213544
283	0.4477145836
284	0.4473937316
285	0.4472438311
286	0.4470549336
287	0.4467020474
288	0.4461571183
289	0.4457908259
290	0.4455067416
291	0.4453508556
292	0.4448711963
293	0.4443042595
294	0.4440511916
295	0.4439224029
296	0.4437449877
297	0.4433993492
298	0.4432988793
299	0.4431024492
300	0.4424381574
301	0.4422898347
302	0.4421771599
303	0.4419953064
304	0.4417698245
305	0.4410056024
306	0.4406402975
307	0.4397157411
308	0.4394127844
309	0.4391340748
310	0.438727055
311	0.4385256166
312	0.4382319129
313	0.4376942111
314	0.4370915856
315	0.4368517916
316	0.4365325785
317	0.4360217094
318	0.4358542597
319	0.4356707267
320	0.4354788059
321	0.4352857655
322	0.4351612216
323	0.4346335464
324	0.434188059
325	0.4339979807
326	0.4337614847
327	0.4335965595
328	0.4331939575
329	0.4330870849
330	0.4330150256
331	0.4328500291
332	0.4324027806
333	0.4320401528
334	0.4318095201
335	0.4316317792
336	0.4314782141
337	0.4313500464
338	0.4312575164
339	0.431110181
340	0.430909048
341	0.4307369871
342	0.4306076182
343	0.4304952997
344	0.4303943922
345	0.4303191569
346	0.4299080144
347	0.4296884263
348	0.42956034
349	0.4294173818
350	0.4292939678
351	0.4291029937
352	0.4287231323
353	0.4284974773
354	0.4281838324
355	0.4280033735
356	0.4277017096
357	0.4275363467
358	0.4274067233
359	0.42734182
360	0.4272360773
361	0.4264386096
362	0.4263534088
363	0.4257679151
364	0.4254511756
365	0.4253227432
366	0.425184213
367	0.4250509658
368	0.4249196119
369	0.4247377687
370	0.424549146
371	0.4244426908
372	0.4239963076
373	0.4232684664
374	0.423047443
375	0.4229757603
376	0.4227874328
377	0.4226437417
378	0.4225544487
379	0.4224483396
380	0.4223825507
381	0.4221193646
382	0.422035487
383	0.4219526376
384	0.4216272661
385	0.4214526094
386	0.4213762442
387	0.4211172215
388	0.4209433384
389	0.4208241591
390	0.4207219995
391	0.4206229141
392	0.4204687687
393	0.4203733377
394	0.4202497303
395	0.4201574752
396	0.4200289614
397	0.4198286427
398	0.4195620363
399	0.4194696489
400	0.4192300991
401	0.4190326306
402	0.4189752295
403	0.418842247
404	0.4187396599
405	0.4186554057
406	0.4185757526
407	0.418402745
408	0.4179724044
409	0.4176264503
410	0.4175362514
411	0.417415026
412	0.4173165004
413	0.4172382113
414	0.4171716182
415	0.4165464863
416	0.416172875
417	0.4160286036
418	0.4159382113
419	0.4158638311
420	0.4155317209
421	0.4153690147
422	0.414858512
423	0.4144169233
424	0.4143745977
425	0.414292471
426	0.4141733934
427	0.414033153
428	0.4139273798
429	0.4138192043
430	0.4135638053
431	0.412941544
432	0.4128334295
433	0.4127014242
434	0.4124777948
435	0.4122849885
436	0.4121107594
437	0.4118472374
438	0.4116098456
439	0.4114368075
440	0.4112448664
441	0.4110777221
442	0.4109486687
443	0.4107242047
444	0.4106535807
445	0.4105256878
446	0.4104146518
447	0.4102438939
448	0.4101035822
449	0.4099421383
450	0.4097720115
451	0.4096567308
452	0.4094854028
453	0.4093967919
454	0.409294276
455	0.4090633176
456	0.4089998598
457	0.408684637
458	0.4084756863
459	0.4083690783
460	0.4081175679
461	0.4080110414
462	0.4079211072
463	0.4078063761
464	0.4077424908
465	0.4076464693
466	0.4075328784
467	0.4073903782
468	0.4072732754
469	0.4071888278
470	0.4070924093
471	0.4069448195
472	0.4067919568
473	0.4066622621
474	0.4064937538
475	0.4063060168
476	0.4060898998
477	0.406013046
478	0.4059457913
479	0.4058665046
480	0.4057375429
481	0.4056286955
482	0.4055221588
483	0.4054327743
484	0.405295547
485	0.4051714103
486	0.4050891003
487	0.4049572579
488	0.4048892703
489	0.4047082617
490	0.4045558265
491	0.4044664623
492	0.4043765179
493	0.4043102506
494	0.4042349644
495	0.404137467
496	0.404074854
497	0.4039350106
498	0.4038352839
499	0.4037502052
500	0.4036852917
501	0.4034833342
502	0.4033985914
503	0.4032966965
504	0.403184154
505	0.4030933138
506	0.4029987989
507	0.402794948
508	0.4026937453
509	0.4025316194
510	0.4024629396
511	0.4024116766
512	0.4023359221
513	0.4022470262
514	0.4021777356
515	0.4020741916
516	0.4017760599
517	0.4016846294
518	0.4015740209
519	0.4014433084
520	0.4013491599
521	0.4012596125
522	0.4011680293
523	0.401098189
524	0.4010220376
525	0.4009608294
526	0.4009171194
527	0.4008348502
528	0.4007742018
529	0.400677702
530	0.4005949951
531	0.4005275876
532	0.4003666731
533	0.4002642794
534	0.4000992116
535	0.4000578633
536	0.3999586455
537	0.3998904238
538	0.3996304645
539	0.3995807895
540	0.3994590958
541	0.399372195
542	0.3991750014
543	0.3991084592
544	0.3988711183
545	0.3987771429
546	0.3986851728
547	0.3985595805
548	0.398435912
549	0.3983277874
550	0.3982362957
551	0.3981861626
552	0.3981283645
553	0.3980610385
554	0.3980175525
555	0.3979192509
556	0.3978363913
557	0.3977740939
558	0.3977168454
559	0.3976359504
560	0.3975654892
561	0.3974994866
562	0.3974415052
563	0.3973890919
564	0.3972792062
565	0.3972052739
566	0.397139994
567	0.3970642599
568	0.3968679417
569	0.3966541659
570	0.3965900668
571	0.3965089886
572	0.3964484013
573	0.3963606149
574	0.3962825498
575	0.396166811
576	0.3960454838
577	0.395819106
578	0.3957731465
579	0.3957060546
580	0.395651636
581	0.3955564798
582	0.3954873012
583	0.3954092971
584	0.3953328505
585	0.3952378877
586	0.3950369989
587	0.3948698343
588	0.3947958409
589	0.3947113933
590	0.3946286864
591	0.394505364
592	0.3944335897
593	0.3943478392
594	0.3942912422
595	0.3942372715
596	0.39416566
597	0.3940360366
598	0.3939765182
599	0.3938935059
600	0.3938134965
601	0.3936801984
602	0.3936179825
603	0.3935260429
604	0.393390485
605	0.3933191688
606	0.3932390067
607	0.3931695125
608	0.3930730126
609	0.3930136367
610	0.3929467484
611	0.3927536876
612	0.3926785032
613	0.3925176293
614	0.3924386786
615	0.3923597686
616	0.3923078643
617	0.3922232844
618	0.3921744746
619	0.3921346225
620	0.3920728341
621	0.3920140079
622	0.3919652286
623	0.3917618663
624	0.391693838
625	0.391613401
626	0.3915115061
627	0.39139024
628	0.391335913
629	0.3912611765
630	0.3912118374
631	0.3911475652
632	0.3909349397
633	0.390861893
634	0.3907378275
635	0.3906510998
636	0.3905776967
637	0.3905030722
638	0.3904398892
639	0.3902986207
640	0.3902325977
641	0.3901690482
642	0.3900814858
643	0.3900013848
644	0.3899416628
645	0.3897109283
646	0.3895796355
647	0.38948225
648	0.3894415124
649	0.3893841927
650	0.3893291532
651	0.3892031231
652	0.3891086896
653	0.3890409667
654	0.3888900177
655	0.388800114
656	0.3886138224
657	0.3884967908
658	0.3884438686
659	0.3882963704
660	0.3882643462
661	0.388182474
662	0.3881362905
663	0.3880903818
664	0.3880200936
665	0.387958692
666	0.387880576
667	0.3878320003
668	0.3877716981
669	0.3876879936
670	0.3876435303
671	0.3875517231
672	0.3875097436
673	0.3874498893
674	0.3874014867
675	0.3872840479
676	0.3872213128
677	0.3870404366
678	0.3869989865
679	0.3869465223
680	0.3868762545
681	0.3867946775
682	0.3867156758
683	0.3866407459
684	0.386595051
685	0.3865481345
686	0.386484809
687	0.3864230817
688	0.3863506457
689	0.3862762146
690	0.3861585926
691	0.3861048866
692	0.3860258849
693	0.38593875
694	0.3858632093
695	0.3857715955
696	0.3857210349
697	0.385693113
698	0.3856281283
699	0.3855268441
700	0.3854695041
701	0.3852956821
702	0.3852347997
703	0.3851721766
704	0.3849979271
705	0.3849260917
706	0.3848288691
707	0.3847423755
708	0.3846896975
709	0.3846365615
710	0.3845380868
711	0.3844632282
712	0.3843879318
713	0.3843263164
714	0.3842769162
715	0.3842049078
716	0.3841713059
717	0.3841054864
718	0.383994308
719	0.3839292825
720	0.383859371
721	0.3837921774
722	0.3837273555
723	0.3836517843
724	0.3835875936
725	0.3834604845
726	0.3833887509
727	0.383309566
728	0.3832272764
729	0.383150331
730	0.3829972952
731	0.3829315369
732	0.3828628469
733	0.3828020662
734	0.3827427717
735	0.3826588026
736	0.3824934804
737	0.3823805409
738	0.3823237403
739	0.3822537983
740	0.3821752445
741	0.3821091604
742	0.3820464253
743	0.3819783664
744	0.3819235203
745	0.3818686335
746	0.3817929706
747	0.3816996263
748	0.3816156674
749	0.3814703984
750	0.381413099
751	0.3813360111
752	0.3811980916
753	0.3811116591
754	0.3810810295
755	0.3808665616
756	0.3808173446
757	0.380706156
758	0.3806384432
759	0.3805745477
760	0.3805121383
761	0.3804115667
762	0.3802899646
763	0.3802222518
764	0.3801706427
765	0.3800405817
766	0.3799285889
767	0.3798650598
768	0.3797781692
769	0.3796906169
770	0.3796360558
771	0.3795095269
772	0.3794197149
773	0.3793501087
774	0.3793008001
775	0.3792467276
776	0.3791883595
777	0.3791176336
778	0.3790292873
779	0.3789457661
780	0.3788995622
781	0.3788099639
782	0.3787400117
783	0.3786822033
784	0.3786188473
785	0.3785553487
786	0.3784522832
787	0.3783975796
788	0.3783202779
789	0.3782631007
790	0.3782183219
791	0.3781404094
792	0.3780605731
793	0.3780006271
794	0.3779302677
795	0.3778072406
796	0.3777248187
797	0.3776135079
798	0.3775615934
799	0.3775103711
800	0.3774433301
801	0.3772209834
802	0.3770914313
803	0.3769492569
804	0.3768931383
805	0.3768440333
806	0.376719917
807	0.3766463103
808	0.3765855806
809	0.3765437741
810	0.3764895693
811	0.3764290024
812	0.3763635087
813	0.3762934547
814	0.3762295286
815	0.3761721987
816	0.3761200297
817	0.3760381168
818	0.3759840443
819	0.3759301347
820	0.375883493
821	0.3757567403
822	0.3757127554
823	0.3756518424
824	0.3755724642
825	0.3754843113
826	0.3753918424
827	0.3753634625
828	0.3753283846
829	0.3752677872
830	0.375185579
831	0.3750135487
832	0.3749565649
833	0.3748984003
834	0.37484275
835	0.3748018597
836	0.3747546277
837	0.3747102866
838	0.3746159651
839	0.3745722042
840	0.3745176329
841	0.3744241156
842	0.3743382429
843	0.3742908684
844	0.3741944194
845	0.3741586086
846	0.3741014721
847	0.3740594112
848	0.3739893877
849	0.3739284849
850	0.3738282797
851	0.3737707055
852	0.3737291841
853	0.3736680777
854	0.3736356362
855	0.3735919568
856	0.373555637
857	0.3734691231
858	0.3733586673
859	0.3733022739
860	0.3732234555
861	0.3731685483
862	0.3731075437
863	0.3729609412
864	0.3729142996
865	0.3728351453
866	0.3727700588
867	0.372707741
868	0.3726919936
869	0.3726376666
870	0.3725616781
871	0.3724744312
872	0.3724067388
873	0.3723684442
874	0.3722833655
875	0.3722072039
876	0.3721583737
877	0.3720515317
878	0.3719662901
879	0.3718250114
880	0.3717345377
881	0.3716413563
882	0.3715830085
883	0.3715372626
884	0.3714739677
885	0.3714293008
886	0.3713574553
887	0.3712997996
888	0.3712258571
889	0.3711613101
890	0.371098972
891	0.3710383644
892	0.3709715066
893	0.3709333953
894	0.3708665172
895	0.3707168711
896	0.3706768155
897	0.37059589
898	0.3705428965
899	0.3703690746
900	0.370327716
901	0.3702395021
902	0.3701906923
903	0.370167514
904	0.3701107847
905	0.3700729991
906	0.3700222043
907	0.3699566597
908	0.3698991466
909	0.369844443
910	0.3697810361
911	0.3697045284
912	0.3696627932
913	0.3696267991
914	0.3695621503
915	0.36951785
916	0.3694614769
917	0.3694055314
918	0.3693316398
919	0.3692757757
920	0.3691848236
921	0.3691471601
922	0.369104234
923	0.3690661633
924	0.3690398803
925	0.3690137399
926	0.3689516766
927	0.3688833022
928	0.3687386134
929	0.368686475
930	0.3686459511
931	0.3686076667
932	0.3685545409
933	0.3685176918
934	0.3684168963
935	0.3683759958
936	0.3683266567
937	0.3682820102
938	0.3682518082
939	0.3682024996
940	0.3681399579
941	0.3680857225
942	0.3680177858
943	0.3679621558
944	0.3678796627
945	0.3677862777
946	0.3676338934
947	0.3675447837
948	0.3674840844
949	0.3674286174
950	0.3673313846
951	0.3672634784
952	0.367208734
953	0.3671042027
954	0.367024519
955	0.3669817048
956	0.3669417409
957	0.3668723689
958	0.366791881
959	0.3667426844
960	0.3665999094
961	0.3665413682
962	0.3664659802
963	0.3664250492
964	0.3663915694
965	0.3663352982
966	0.3662590246
967	0.3662277843
968	0.366153119
969	0.3661010315
970	0.3660331762
971	0.3659876543
972	0.3658976081
973	0.3657609814
974	0.3656495688
975	0.3656065612
976	0.3655740485
977	0.3655142348
978	0.3654095813
979	0.3653439044
980	0.3652432717
981	0.3651770451
982	0.3651422013
983	0.3650814207
984	0.3649829154
985	0.3649367014
986	0.3648804301
987	0.3648258283
988	0.3647764485
989	0.3646627252
990	0.3645962441
991	0.3645589471
992	0.3645058722
993	0.3644338332
994	0.3643997019
995	0.364333058
996	0.3642775196
997	0.3641951894
998	0.3641450766
999	0.3640739843
